ID,Name
910,City of Minnetonka
913,"City of New Brighton, MN"
918,"Polk County Board of County Comissioners, FL"
919,Poudre School District
923,Sacramento Faith TV (RCCTV)
935,South Hadley Community Access
939,Summit County TV
941,"Takoma Park, City of"
946,Town of Plainville
5235,University of WI Madison : University of Wisconsin Madison - Union South
955,University of WI Oshkosh
960,West Allis West Milwaukee SD
962,West Kentucky Telephone
963,"WETC 8 (Weymouth, MA)"
977,Boylston Public Access TV (WBAC TV 11)
984,City of Burnsville
997,"City of Fort Myers, FL"
999,Garland ISD
1001,"City of Glendale, CA (GTV6)"
1003,Town of Hillsborough
1006,"Hudson, MA Highschool (HUD-TV Channel 9)"
1010,Charter Spectrum
1012,Omni III Cable
1013,"City of Kissimmee, FL"
1019,Greater Northshire Access Television (GNAT)
1021,Midland Public Schools
1030,Revere TV
1037,Perryville Area Career & Tech Center - Perryville High School
1052,Southbridge Community Television
1053,BEK Communications Co-op.
1061,Amherst Community Television
1067,West Boylston Pubic Access
1068,Town of Wethersfield
1070,Wichita State University
1073,Yorktown Heights Central School District
1083,GrassRoots TV
1090,"Attleboro Access Cable System, Inc."
1096,Batavia Access Television
1097,Bedford Community TV (MA)
1101,Berkeley Community Media
1103,Beverly Community Access Media
1105,North Metro Community Media
1110,"Bloomington, City of"
1114,"Manatee County Government, FL"
1115,Brattleboro Community Television
1119,"Brunswick, Town of"
1121,Burlington Area School District
1126,"Cannon Falls, City of"
1128,City of Carlsbad
1131,Duncan Video
1134,Cedar Rapids Community School District
1135,"Champaign, City of"
1136,Parkland College
1137,Chanhassen High School
1147,ICRC
1151,CIM Technology Solutions
1155,City of Country Club Hills
1160,Volusia County Schools
1166,Devils Lake High School
1170,Central Bucks School District
1175,Eagan Television - City of Eagan
1183,Media Control Systems
1188,Fairhaven Public Schools
1194,"Fargo, City of"
1199,Access Framingham TV
1200,"Franklin Community Cable Access, Inc. dba Franklin.TV"
1203,"City of Gainesville, FL"
1212,Ascension Parish Government
1218,City of Granite Falls
1220,City of Greenville
1223,Hamilton-Wenham Community TV
1226,Greenburgh Central School District
1227,Harwich Channel 18 (MA)
1228,City of Hawthorne - HCTV 22
1243,City of Huntington Woods
1255,Ritter Communications
1258,Sebastian Corporation
1262,City of Lakeville
1264,CCS Presentation Systems Las Vegas
1265,City of Leesburg/Lake Front TV
1289,Marshfield Community Television
1291,Medway  Cable Access
1295,Pineland Telephone Cooperative
1300,Midwest Media Group
1314,City of Montgomery
1319,"Nashua, City of"
1323,NCTV79 (New Canaan Access)
1334,ZDI - Zeller Digital Innovations
1337,Northborough Cable Access Television
1360,Chatham County Government
1366,Wayzata Public Schools
1383,Oakland University
1388,North Suburban Access Corporation
1392,Sacramento Educational Cable Consortium
676,Sacramento Educational Cable Consortium : California State University Sacramento
1400,Salem Access Television
1402,CreaTV San Jose
1404,Community Media Center of Marin
1410,City of Shakopee
1419,"Town of Dennis, MA"
1420,Village of South Holland
1421,SEA-TV/Southhampton Town
1422,Southfield Multimedia Services
1425,"Electronic Video Systems, Inc"
1433,"City of St. Louis, MO"
1445,"Alexander County, North Carolina"
1450,"City of Fayetteville, NC - Management Services"
1455,Town of Wallingford
1456,Waltham Public Schools
1459,"City of Washington, NC"
1461,Waterville Valley Ski Resort
1462,Watervliet Housing Authority
1466,"Webster City, City of"
1470,Town of West Newbury
1474,White Plains Cable Access TV
1475,White Plains City School District
1476,Whitman Hanson Community Access
1478,James City County
1480,Town of Wilton
1481,New Trier High School - IL
1485,Hertford County Public Schools
1487,Woburn Public Media Center
1488,Wrentham Cable Access
1493,Community Access Television (CATV-Erie)
1498,Milton Access Television
1503,Montclair TV34
1505,"Yarmouth, Town of"
1508,"Advanced Communications Services, Inc."
2116,Avidex : Avidex (San Fransisco)
1572,VMI Main Office
1575,Saint Johns County School District
1580,City of Commerce Cable TV
1581,"Cerritos, City of"
1586,Town of Swampscott
1588,St. Bernard Parish Public Schools
1590,Saddleback College
1594,"Merrimack, Town of"
1599,Assumption College
1600,Yonkers City Hall TV
1603,"Savage, MN, City of"
1609,The Groton Channel
1612,Everett High School
1615,"Costa Mesa, City of"
1622,Community Television of Santa Cruz County
1623,Northshire Access TV
1626,"Livonia, MI, City of"
1627,Leominster Access TV
1628,Fall River/Durfee High School (FRED TV)
1632,Concordia University
1633,Community TV Network
1642,"Pasadena Unified School District, KLRN"
1643,Norwood Community Media (dba NPA-TV)
1654,"Crystal Lake, City of"
1672,"Calabasas, CA, City of"
1682,"Monticello, IL, City of"
1685,Community Voice Channel
1689,"Baldwinsville, NY PAC-B"
1690,Ann Sobrato High School (SBN Studios)
1698,Lexington Public Library
1701,"City of Grand Forks, ND"
1702,"Coon Rapids, MN, City of (CTN)"
1705,Charlotte County Florida
1713,Falls Church Community TV
1720,St Cloud State University (UTVS)
1723,Salem Community Television
1841,Salem Community Television : Salem School District Media Services (High School)
1724,"North Mankato, MN, City of"
1725,North Andover CAM
1728,Governors State University
1731,"Charter TV3 (Worcester, MA)"
1732,Arlington Community Media
1734,"Village of Vernon Hills, IL"
1742,"Manatee County School Board, FL"
1745,"Framingham Government Channel ( City of Framingham, MA)"
1746,Brownsburg Comm School Corp
1747,Bedford Community Television (BCTV) (NH)
1749,West Brookfield Cable Access
1753,Moorhead Community Access TV
1757,Cambridge Media Arts (Cambridge Public Schools)
1758,"City of Willmar, MN (WRAC-TV Channel 8)"
1761,Randolph Community Television
1762,Madison Metropolitan School District
1770,Somerville Media Center (SCATV)
1772,Gardner Educational Television
1773,Claremont Community Television
1783,Kenosha Unified School District
1784,Irvine Valley Community College
1788,Bloomfield Community Television (BCTV)
1794,Leicester Community Access Corp. LCAC TV
1795,Gateway Regional School District
1797,Denver Public Schools DIstance Learning Department
1799,New Bedford Cable Access
1808,"Comcast- Eden Prairie, MN"
1812,Delaware Valley Regional High School
1814,Bourne Community Television
1816,Cape Cod Community Media Center (C3TV)
1824,Minneapolis Community Technical Clg (MCTC)
1825,Carroll County Public Schools/Educational Television
1833,Martha's Vineyard Community TV
1835,"Little Falls, MN, City of"
1838,Naperville Community Television
1847,"City of Deltona, FL"
1848,City of Grimes
1853,River Wilderness
1857,Wareham Community Television
1859,Access Humboldt
1860,Boston City TV
1862,Falmouth (FCTV)
1870,Lynnfield Media Studio
1872,Oxnard College
1873,Plainfield HS
1874,"Berlin, Town of"
1877,Bethel College
1888,PVTV Ch7 Perryville Area CTC
1893,Katy ISD
1895,Fontana Unified School District
1898,BEC-TV
1905,Community TV for the Southern Berkshires CTSB
1908,Lower Cape May Regional Schools
1909,SPNN (Saint Paul Neighborhood Network)
1914,"Alachua County, FL"
1934,Community Media Center of Carroll County
1935,Hudson Community Television - HCTV
1951,Fayetteville Public Schools Client Services
1956,Hull Community TV
1960,"Lee County Government, FL"
1966,Studio 1 – Marshall Public Access TV
1968,Unique Scientific
1975,Needham High School
1977,Nicolet High School
1985,Portland Community Media (Open Signal)
1994,"City of St. Louis Park, MN"
1995,Scranton School District
1997,Sharon Community TV
2026,Gallaudet University
2029,QAC-TV (Queen Anne's County TV)
2034,Culver City TV
2035,Georgetown Community TV
2036,MidValley Television
2038,Greensboro Community TV (GCTV)
2041,"City of Kent, WA"
2049,Goffstown Community Television
2058,Boston Neighborhood Network (BNN-TV)
2059,"City of Lakeland, FL"
2061,"Greenwich, Town of"
2062,Hudson Community Access Tv (WI)
2063,Gwinnett County
2082,St. Charles County Government
2087,Living Word Christian Center Mac Hammond Ministries
2089,York Telecom - Upstate NY
2100,South Washington County Telecommunications Commission
2105,McFarland Cable 12 (Village of McFarland)
2109,"City of Lubbock, Texas"
2155,"Springfield, City of, MO"
2164,"Toms River Township, New Jersey"
2169,San Clemente
2177,Encore Broadcast Solutions
2186,"East Bethel, City of"
2190,Dennis-Yarmouth Regional High School
2195,Frederick County Public Schools
2219,Wabash Valley College
2227,City of Laurel
2228,Food and Drug Administration - Division of Communication Media - FDA
2238,Capitol Television
2242,"City of Pinellas Park, FL"
2251,Thurston Community Media
2273,ORCTV -Old Rochester Community Television
2276,KALB Community Media - City of Albany
2282,City of Richmond KCRT
2283,Westfield State College
2287,"Athol-Orange Community TV, Inc."
2302,Brockton Community Access
2316,Clinton Township
2360,City of Santa Monica CityTV
2378,Cook County Dept. of Public Affairs/DDW Assoc.
2402,Auburn Community Television
2444,"Indian River County, FL"
2463,Pacifica Community Television (dba Mid-Coast Television)
2479,Town of Stow (Stow TV)
2517,Stoughton High School
2518,Newark Public Schools
2557,PADNET.tv Long Beach Community Action Partnership
2559,LLBN TV (dba Creator's Call Broadcasting Network)
2566,Briarcliff Manor Union Free School District
2580,"San Luis Obispo, City of"
2581,"Rancho Cucamonga, City of"
2600,City of Saint Paul - PEG
2601,Nashville Metro 3 (dba Metro Nashville Network)
11723,Nashville Metro 3 (dba Metro Nashville Network) : NECAT - PEG Studio
2602,Clarkson University - WCKN TV
2631,Prince Georges Community TV (CTV)
2653,Fall River Community Media / Bristol Community College
2658,Northern Burlington County Regional High School
2660,Iowa State University
2668,City of Urbandale
2691,"Orleans, Town of"
2779,Oakton Community College
2788,Revere Public Schools (RPS-TV)
2796,Southbridge Public Schools
2800,Baltimore County Public Schools/ Education Channel
2806,City of Escondido
2821,Winston Salem-Forsyth County Schools
2835,"Town of Fairhaven, MA"
2858,Lake Havasu City
2887,Santa Rosa Community Media Access Center
2927,NCTV - Northbridge Community TV
3056,Grand Rapids Community College
3062,"Nutmeg Public Access Television, Inc."
3078,City of Collinsville
3088,Binghamton University
3108,Chatfield Public Schools ISD 227
3122,Barnstable High School/School District
3143,Haywood County
3144,"City of Austin, TX"
3151,City of West Hollywood  / WeHo TV
3156,Vernick Technology -
3165,Canton Township
3219,Beck Associates
3232,Ipswich Community Access Media (ICAM)
3260,Maynard High School - WAVM Studios
3261,Town of Rowley
3321,City of Columbia Heights
3337,"City of Industry, CA (WCETV)"
3344,Town of Penfield
3351,Marblehead Community Access & Media
3355,South Amboy TV15
3450,Village of Mount Prospect
3464,Time Warner Sports
3465,"Fitchburg, MA Access Television"
3494,Cablevision Systems -Norwalk
3502,Cedar Grove Belgium School District
3506,Glenbrook High School District 225
3518,Alliance For Community Media
3525,Global Eagle/Maritime Telecommunications Network (MTN)/Seamobile
3540,St Charles Parish
3541,Avon Community Access & Media
3542,WTCH Channel 17 Pomeraug Regional High School
3543,Stoughton Media Access Corporation
3558,Town of Brewster
3564,KLTV
3584,"Easton, MA Cable Access TV"
3591,"Cox Communications - Orange County, CA"
3598,ABC Unified School District
3599,Iowa Western Community College
3602,5 Front
3609,Northern Valley Communictions
3610,Town Of Brimfield
3622,"Everett, WA, City of"
3625,Indian River County Schools
3635,Forest Lake Cable Commission Channel 10
3644,Northwestern University
3647,New Providence Borough
3656,Harvard Cable TV (HCTV)
3659,Worcester Public Schools - Worcester Technical High School
3668,Salem NH Girls/Boys Club
3674,City of Lake Mills
3678,Town of Sandown
3686,City of Maplewood Public Access
3689,City of Waite Park
3692,Becker College
3698,Paxton Cable Access
3703,City of Brea
3769,OTB (Off Track Betting)
3771,"Cohasset, Town Of"
3779,"City of Lakewood, Colorado"
3783,GFW (Gibbon) Schools - AGGW Cable Commision
3789,Howard County Public School System
3798,MacMedia
3800,Bethany Lutheran College
3802,"Billerica Access Television, Inc."
3805,Sterling Lancaster Community TV
3830,Vector
3851,St. Michael Broadcast
3890,City of Walnut Creek
3900,Oceania Cruises
3908,"City of Springfield, IL"
3920,Enid Public Schools
3925,City of Hayward
4223,Norfolk State University
4227,Southern State Community College
4264,Town of Eastham Massachusetts
4272,Watertown Cable Access Corp
4273,Lower Cape Community Access Television
4292,Grafton Community Television
4298,Pacific Ridge School (TechCon)
4302,Lake Region Television
4307,City of Carmel / Omni Centre
4316,Evanston Community Media Center
4317,"Sui Sun Trading Co., Ltd."
4328,City of Gillette
4338,"City of Monterey Park, CA"
4340,Cambridge Community TV
4343,Tanner LLC
4362,Oxnard School District - OPIE ITV
4364,Nonnewaug Region 14 Schools
4365,Albert Lea High School-ISD0241
12054,VTP - Video Tape Products : VTP - Video Tape Products -Michigan
4372,Chinese Television System Corporation
4381,Town of Vienna
4419,Mt. San Jacinto College
4420,Montague Community Television
4428,City of Mentor
4454,Chester Public Access CTV-21
4458,Campbell County Media
4464,TV Santa Barbara
4478,Project Turnabout
4482,"Central Carolina CC, Lee County, NC"
4483,City of Waukee
4485,"Fitchburg, City of, WI"
4504,MidPeninsula Media Center
4518,City of Hastings
4532,City of College Park
4551,Hadley Media
4552,Santa Clara County Board of Supervisors
4555,Town of Rocky Hill
4582,City of Woodinville
4588,City of Fort Worth
4589,City Of Sebastian
4594,Township of Brick
4598,Town of Norwell
4612,Hampstead School District
4613,City of North Liberty
4617,County of Chester
4627,Acton Community Access TV
4638,Town of Dover NY
4639,Decatur Civic Center
4669,County of Los Angeles
4677,"Waubonsee Community College, Aurora Campus"
4688,Town of Truro
4692,Exeter High School - Cooperative School
4716,University Health System Consortium
4717,City of Richfield
4718,"City of Titusville, FL"
4728,Town of North Castle
4730,Holyoke Public Schools
4732,City of Wayzata
4734,University of North Carolina Wilmington
4773,Studio Video Art
4780,Buckeye Cablesystem
4786,U of M Children's Hospital
4791,Dubuque Community Schools
4799,Cal Poly Pomona
4815,City and County of Honolulu
4822,City of South Pasadena
4829,Bethany College
4834,Town of Farragut
4835,Western Audio Visual
4837,City of Norwalk
4841,City of Salisbury
4854,Oyster River Cooperative School District
4860,Southeastern Louisiana University
4982,Appalachian State University
5079,George Washington University
5128,Oregon State University
5163,Boston University
5214,Trumbull Community Television
5218,Town of Groveland
5221,US Army Fort Lewis
5225,CMAC Fresno
5230,Hibbing Public Access Television
5231,"City of Simi Valley, CA"
5237,City of Maple Grove
5241,WinCAM (Winchester Community Media Access & Media)
5249,City of Crystal
5251,"Village of Lansing, IL."
5255,Roseville Area Schools
5262,City of Brooklyn Center
5271,Time Warner Cable - New York
5278,Davis County Justice Center
5279,"City of Issaquah, WA"
5283,Hutchinson HCVN-10
5286,PLG-TV
5291,Bay Area Video Coalition
5295,Ramsey/Washington Suburban Community Channels (SCC-TV)
5299,City of Sartell
5301,Tellico Village Channel 3
5303,CAN TV
5312,Bolton Access Television Corporation
5325,Oakland Unified School District (KDOL TV)
5326,Fulton-Montgomery Community College
5327,Sturbridge Community Television
5334,San Juan Unified School District
5342,Service Electric Cablevision
5347,Ashland Cable Access - WACA TV
5355,Vsolutions Pte Ltd
5369,"Henrico County, VA"
5380,Taunton Community Access & Media (TCAM)
5381,AZCAR Digital Products - Pennsylvania
5395,Town of Cary
5402,Middleborough Community Cable Access Media (MCCAM)
5413,Town of Newbury
5422,Videolines
5432,WCTY City of Indianapolis
5438,ISD 11 Anoka/Hennepin School District
5448,PATV Great Neck/North Shore Lake Success
5470,Washington Professional Systems- WPS
5484,Quad Cities Community Television
5733,Magna Systems and Engineering
6125,Professional Video and Tape
6130,Holden Community Television (MA)
6243,"BROADCOM ASIA, INC."
6258,City of Eagan
6803,BTC
8386,"Mobile Studios, Inc."
8395,Valley Telecom Group
8409,Westman Communications Group
8411,CT Communications
8440,Farmer Telephone Cooperative
8454,"Town of Millville, MA"
8508,Leech Lake TV Access
8516,Fort Rucker
8567,Rochester Public Schools
8600,Frankfort Plant Board
8629,Ag-Com Productions Ltd
8670,"Vidiflo, LLC"
8673,Sam Houston State University
8678,Koochiching County Cable Access
8681,Township of Lower
8682,Educational Electronics
8725,City of Harrisburg
8726,Republic Bank of Barbados
8741,City of Lester Prairie
8749,Arlington Independent Media (AIM)
8762,Nortech Downtown
8774,City of Arden Hills
8821,Test End User Account
8823,"City of Dunedin, FL"
8826,Pasadena Media
8830,"City of Lincoln, NE"
8854,"City of Lynn, MA."
8856,Guilford Community TV GCTV
8871,TV Hamilton
8893,"Mankin Media Systems, Inc."
8910,Access Healdsburg
8913,MCAT - Missoula Community Access TV
8915,Clackamas Community College
8929,RC Productions
8933,Peralta Community College District
8935,WILLAMETTE FALLS MEDIA CENTER
8955,City of Diamond Bar
8967,Nash County Government
8970,"City of Coronado, CA"
256,Unified Technology Systems (Unified AV Systems) : Video Systems of the Carolinas
8982,Curry College
8991,Metro Cable Network (MCN) Ch 6
9031,City of Moreno Valley
9035,Vail Public Access TV 5 (High Five)
9058,Windsor On Air
9059,Loudon County
9074,Bergelectric
9082,City of Newport Beach
9095,Mac Media
9119,Access 12 TV
9131,Belmont Media Center
9132,Richfield City Hall
9170,City of Greenwood Village
9176,City of Holland (MI)
9179,Montgomery County (MD)
9202,City of Oshkosh
9203,"City of Thornton, CO."
9206,City of Lees Summit
9217,Greenfield Community Television
9232,Ministerio Lirios Del Valle
9239,County of Eagle
9240,UC Santa Cruz
9241,Cheshire Town Manager
9243,South Plains College
9248,City of New Ulm
9264,City of Allen
9267,West Bridgewater MSHS
9297,"City of Aurora, CO"
9321,Rye Community TV (RCTV)
9324,Billings Community Cable Corp
9341,City of Jordan
9359,City of Hammond/ Florida Parishes Television
9373,"City of Ellensburg, WA"
9374,Whidbey Telecom
9377,Spurs
9382,Searstone
9399,University of Cincinnati Physicians
9410,Capital Community Television
9415,PEG Media Partners
9428,"City of Warren, MI"
9429,Heartland Video Systems
9437,City of Olathe
9458,LA Channel 36
9473,"St. Charles, MO, City of"
9474,Azzurro
9518,City of Newton
9531,Biddeford Savings Bank
9532,"HCTV - City of Hudson, OH"
9551,Westport Public Access Television
9554,"City of Chicopee, MA"
9564,BronxNet
9566,City of Murfreesboro
9568,"City of Paynesville, MN"
9569,"City of Rocky Mount, NC"
9571,"City of Springfield, AR"
9572,"City of St. Joseph, MN"
9578,Northwest Access TV
9598,San Benito Public Library
9600,New Canaan High School
9607,Reino Unido TV
9609,"Southlake, City of"
9621,Gilbert H Middle School
9630,EPlus Technology of PA
9631,Trinity Regional Medical Center
9642,CATV8 White River Junction
9646,Springmoor Life Care Retirement
9654,Havard Comm Cable Acces
9680,Vallejo Community Access Television
9685,Manatee Community College
9694,Tacoma Public Schools
9705,Van Wert City Schools
9714,Calaveras County Public Access TV
9716,Memorial Hospital and Health Care Center
9724,Library Video Company
9734,Seven Seas Mariner
9737,City of Cleveland Heights
9743,City of St. Anthony Village
9778,Sioux Falls School District
9782,CityLink - City of Sioux Falls
9800,"City of Coconut Creek, FL"
9804,"SAPA TV - Springfield, VT."
9811,City of San Bernardino
9813,Insignia Vessel
9818,US Army Fort Hood
9824,City of Monona
9831,Pomperaug Regional High School
9838,University of Florida Gators
9855,Sarari Video Networks
9889,PVT Networks
9903,South Hampton College
9909,Little Bay Broadcast Services
9912,City of Rochester
9922,City of Raleigh RTN
9926,Lakes Region Public Access
9927,City of Zimmerman
9929,J&J Record and  Playback
9931,City of Bothell
9932,Village of Cottage Grove
9938,Take One Film & Video
9942,Yonkers Public Schools
9957,Hughes Integration
9958,Madison City Channel
9971,Baltimore TV-25
9980,Unified County of Wyandotte
9983,Brick Police
9989,St. Tammany Parish
9997,Minneapolis Television Network
10005,Channel 13 St. Tammany Parish Public Schools
10024,WH Platts
10025,Opp Cablevision
10026,"City of Arlington, Texas"
10031,Natrona County Public Library
10033,Fairfield CA Channel 26
10039,City of Farmers Branch
10043,University of Minnesota Athletics
10050,City of Virginia City Hall
10052,Town of Smyrna
10053,Utter Associates
10054,"Dillon, Town of / SCTV / Summit News"
10057,"Town of Warren, MA"
10072,Bensalem Township School District
13464,University of South Carolina : USC-SGTV
10083,Edison TV
10090,Clark-Vancouver Television
10091,Maxus Group
10093,Local TV
10103,City of St. Petersburg Government Access TV
10104,Lane Council of Governments - Metro TV of Eugene
10115,Town of New Ipswich
10123,Gaston County TV
10124,"Atlanta, City of - Channel 26"
10157,Norwich Free Academy
10172,Test Dealer Account
10180,City of Fullerton
10181,Spring-Ford Area School District
10183,Frederick County Government
10189,Catholic Life Channel 15
10192,Town of Lanesborough
10193,Olelo Community Media
10195,City of Topeka
10201,Boston City Hall
10217,South Dakota Public Broadcasting
10232,Voice of Vashon
10236,City of San Diego
10244,University of Arkansas UATV
10249,Cox Santa Barbara
10270,Hunt High School - Wilson County Schools - WCSTV
10286,City of San Gabriel
10290,Willamette Falls Media Center
10292,Lane Community College
13288,Volunteers of America : The Homestead of Rochester
10318,Village of Scarsdale
10319,North Penn School District
10320,Hanover CTV (MA)
10352,"City of Columbia, MO."
10356,City of Detroit
10369,Lockport Cable Commission
10380,Monomoy Regional High School
10386,Eos Technology Group
10390,Clayton County Public Schools
10396,Chisago Lakes TV
10400,Fayette County Ohio TV 3
10405,Z Systems
10410,Community Seven TV
10413,"City of Ames, Iowa"
10414,City of Asheville
10422,ScheffTech Productions
10425,FCCTV
10426,Temple Terrace TV
10430,Independence Television
10439,Anne Arundel Community College
10441,GovEd TV - Dare County
10448,"Manchester Public Television Service, Inc"
10449,PANORAMA (Retirement Community)
10466,Foxboro Cable Access
10475,City of Little Rock
10476,Sacramento Metropolitan Cable Television Commission
10479,NCSU
10485,"Albert Lea, City of"
10492,shelby tv
10499,Chalmette High School
10502,Golden Rain Foundation of Laguna Woods
10504,"Coppell, City of"
10509,Old Bridge TV 14
10510,WPEO Radio
10518,City of Bullhead City
10522,Richmond County Government
10535,"Hugo, City of"
10544,KGOV - Kern County
10554,NGN - Nippon Golden Network TV
10570,CAPS Media
10578,Shasta Arts Council
10594,"Dallas, City of"
10617,Le Sueur Henderson Cable
10634,Cable Bahamas
10635,"Time Warner Cable - Milwaukee, WI"
10636,MicroSearch
10638,"City of Somerville, MA"
10648,GRTV public access
10660,Montgomery Township - PA
10685,"Jacksonville, NC, City of"
10694,"Wilmington, DE, City of"
10697,Charter Township of Royal Oak
10700,Norwood High School
10705,"City of DeSoto, Texas"
10726,New Hanover County Government
10730,"Broadcast Technical Services, Inc"
10735,California Media Solutions
10740,Plaistow Access Cable
10745,"G&G Technologies, Inc."
10762,City of Jonesboro
10776,Butte Community TV
10789,seth phillips
10795,Howard Community College
10805,"City of Des Moines, WA"
10816,"Sarasota School Board, FL"
10828,Seminole County Government - SCGTV
10857,McMinnville Community TV
10862,City of Cape Coral
10863,North Carolina State University
10876,PCTV
10940,Montgomery Community Media
10974,Harbor Media (Hingham Community Access & Media)
11016,Allen County Public Library / Access Fort Wayne
11017,City of Memphis
11022,Town of Middleton
11039,Oglala Lakota College KOLC-TV
11042,Carol Pulliam
11045,"City of Spokane, WA"
11050,Broward County Commission Chambers
11067,University of Tennessee - Martin
11077,"Little Canada, City of"
